"Assay"	"Sample Characteristic[organism]"	"Sample Characteristic Ontology Term[organism]"	"Sample Characteristic[individual]"	"Sample Characteristic Ontology Term[individual]"	"Sample Characteristic[strain]"	"Sample Characteristic Ontology Term[strain]"	"Sample Characteristic[age]"	"Sample Characteristic Ontology Term[age]"	"Sample Characteristic[sex]"	"Sample Characteristic Ontology Term[sex]"	"Sample Characteristic[organism part]"	"Sample Characteristic Ontology Term[organism part]"	"Sample Characteristic[cell type]"	"Sample Characteristic Ontology Term[cell type]"	"Sample Characteristic[stimulus]"	"Sample Characteristic Ontology Term[stimulus]"	"Factor Value[single cell identifier]"	"Factor Value Ontology Term[single cell identifier]"	"Factor Value[strain]"	"Factor Value Ontology Term[strain]"	"Factor Value[age]"	"Factor Value Ontology Term[age]"	"Factor Value[stimulus]"	"Factor Value Ontology Term[stimulus]"	"Factor Value[cell type]"	"Factor Value Ontology Term[cell type]"
"ERR1526663"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8641"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526664"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8642"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526665"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8643"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526666"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8644"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526667"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8645"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526668"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8646"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526669"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8647"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526670"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8648"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526671"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8649"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526672"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8650"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526673"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8651"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526674"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8652"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526675"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8653"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526676"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8654"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526677"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8655"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526678"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8656"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526679"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8657"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526680"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8658"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526681"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8659"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526682"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8660"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526683"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8661"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526684"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8662"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526685"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8663"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526686"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8664"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526687"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8665"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526688"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8666"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526689"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8667"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526690"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8668"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526691"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8669"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526692"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8670"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526693"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8671"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526694"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8672"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526695"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do8673"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526696"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"anti-CD3e and anti-CD28 for 3 hours"		"do8674"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"anti-CD3e and anti-CD28 for 3 hours"		"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526697"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"anti-CD3e and anti-CD28 for 3 hours"		"do8675"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"anti-CD3e and anti-CD28 for 3 hours"		"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1526698"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 1"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"anti-CD3e and anti-CD28 for 3 hours"		"do8676"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"21 month"		"anti-CD3e and anti-CD28 for 3 hours"		"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
